Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,15/04/2014,240.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,10/04/2014,"1,000.00",,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,10/04/2014,200.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,10/04/2014,250.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,10/04/2014,408.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,24/04/2014,200.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,24/04/2014,300.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,24/04/2014,250.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),SOCIAL CARE ONE OFF SUNDRIES,25/04/2014,200.00,,,,,,,,
Adult Care & Support,Assessment & Case Management,HOCF,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,23/04/2014,"1,031.16",,,,,,,,
Adult Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Telecomms,BRITISH TELECOMMUNICATIONS PLC,08/04/2014,368.63,,,,,,,,
Adult Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Computer Software (Maint),TROJAN CONSULTANTS LIMITED,16/04/2014,"20,484.00",,,,,,,,
Adult Care & Support,Assessment & Case Management,HPAB,Third Party Payments,Private Contractors,PARAGON,16/04/2014,223.00,,,,,,,,
Adult Care & Support,Care & Support,HCTR,Supplies & Services,Comp Hardware (Purch / Hire),WREKIN SERVICES LTD,08/04/2014,160.00,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Provisions,G N BADLEY & SONS,10/04/2014,149.43,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,28/04/2014,122.16,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,14/04/2014,185.61,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Laundry & Towel Hire,PHS ALL CLEAR,14/04/2014,305.04,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),10/04/2014,124.95,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),10/04/2014,109.50,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,14/04/2014,327.25,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,07/04/2014,313.88,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Premises-Related Expenditure,Clean Mats & Toilet Requisites,ARCO LIMITED,10/04/2014,201.68,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,29/04/2014,299.80,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),29/04/2014,114.91,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),30/04/2014,112.03,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Laundry & Towel Hire,PHS GROUP LTD,16/04/2014,134.40,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Premises-Related Expenditure,Hire Of Rooms,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,28/04/2014,120.00,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Laundry & Towel Hire,PHS GROUP LTD,23/04/2014,180.00,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),10/04/2014,162.40,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Television Licenses,TV LICENSING,29/04/2014,145.50,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Mobile Phones,ORANGE PCS LTD,22/04/2014,117.00,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Contract Catering,APETITO LTD,07/04/2014,176.52,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Equipment - Purchase,JACKDAW DINSTOCK,07/04/2014,151.23,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Items For Resale,TELFORD TIMBER SUPPLIES,25/04/2014,422.75,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,CARESHOP,09/04/2014,129.62,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,02/04/2014,371.20,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Capital Financing Costs,Leased Equipment,RICOH UK LIMITED,03/04/2014,296.93,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,03/04/2014,524.29,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,15/04/2014,359.24,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,17/04/2014,"7,888.56",,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLED,Premises-Related Expenditure,Electricity,SCOTTISH POWER PLC,07/04/2014,283.42,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEG,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,04/04/2014,246.86,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Third Party Payments,Interpreters Fees,PEARL LINGUISTICS LTD,08/04/2014,258.75,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Other Expenses,RENTOKIL INITIAL UK LIMITED,02/04/2014,174.66,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Service Contracts,SRCL LTD,28/04/2014,839.02,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMBG,Supplies & Services,Other Grants (Expenses),POHWER,03/04/2014,"-1,482.84",,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,28/04/2014,221.00,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Supplies & Services,Comp Software (Purch / Hire),Target eSolutions Ltd,15/04/2014,895.90,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Supplies & Services,Comp Software (Purch / Hire),Target eSolutions Ltd,15/04/2014,895.90,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Supplies & Services,Comp Software (Purch / Hire),Target eSolutions Ltd,15/04/2014,"2,687.70",,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Supplies & Services,Comp Software (Purch / Hire),Target eSolutions Ltd,15/04/2014,475.90,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Supplies & Services,Comp Software (Purch / Hire),Target eSolutions Ltd,15/04/2014,"2,267.70",,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Supplies & Services,Comp Software (Purch / Hire),Target eSolutions Ltd,24/04/2014,"8,995.84",,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOCP,Supplies & Services,Subscriptions,ASSOCIATION OF FINANCIAL ASSESMENT OFFICERS,25/04/2014,150.00,,,,,,,,
Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Computer Software (Maint),CM 2000 CARE MONITORING,17/04/2014," 1,135.77 ",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JAAD,Supplies & Services,Administrative/Office Supplies,NORTHGATE INFORMATION SOLUTIONS UK LTD,07/04/2014,334.08,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JAAD,Supplies & Services,Administrative/Office Supplies,NORTHGATE INFORMATION SOLUTIONS UK LTD,15/04/2014,383.10,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JAAG,Supplies & Services,CL - Basic Allowance,THEO LANGSTON,08/04/2014,170.40,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JAAG,Supplies & Services,Supportive Lodgings,THEO LANGSTON,08/04/2014,720.96,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAB,Supplies & Services,Subscriptions,ADCS,09/04/2014,"1,567.50",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,09/04/2014,475.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAB,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,10/04/2014,146.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAB,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,10/04/2014,-251.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAB,Employees,Recruitment Advertising,TELFORD INTERNATIONAL CENTRE,07/04/2014,300.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAK,Supplies & Services,Other Services,Adoption Matters Northwest,07/04/2014,"1,194.42",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,07/04/2014,"2,269.46",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,Legal Expenses,CATER WALSH MEDIA SERVICES,08/04/2014,797.94,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,CL - External Accommodation,THE ARLESTON INN HOTEL,08/04/2014,525.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,08/04/2014,475.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,CL - External Accommodation,THE ARLESTON INN HOTEL,08/04/2014,337.50,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAK,Supplies & Services,Other Services,Neath Port Talbot,16/04/2014,"18,000.00",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,22/04/2014,164.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,22/04/2014,162.50,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAK,Supplies & Services,Other Services,Adoption Matters Northwest,25/04/2014,"1,194.42",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,23/04/2014,970.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,CHILD TRAUMA INTERVENTION SERVICES,09/04/2014,"1,528.80",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,CHILD TRAUMA INTERVENTION SERVICES,09/04/2014,731.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,702.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,175.50,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,"2,652.90",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,627.10,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,819.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Legal Expenses,Alison Wales Associates Ltd,07/04/2014,237.25,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,351.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,"3,334.50",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,342.80,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,"3,305.30",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,"2,808.00",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Legal Expenses,Alison Wales Associates Ltd,07/04/2014,"1,163.50",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,08/04/2014,948.85,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,08/04/2014,"1,813.50",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Doctors Fees,PHF Services Limited,08/04/2014,375.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,08/04/2014,"3,466.25",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,08/04/2014,"6,490.30",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/04/2014,378.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,10/04/2014,"4,227.66",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,11/04/2014,"1,221.00",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Contract Hire,CENTRAL TAXIS LTD SHREWSBURY,08/04/2014,729.50,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Other Services,ELMHURST PSYCHOLOGY LTD,03/04/2014,640.15,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,SMILEY FACES DAY NURSERIES LTD,08/04/2014,693.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,Supportive Lodgings,SAAIL,11/04/2014,"-1,457.10",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Legal Expenses,Alison Wales Associates Ltd,02/04/2014,344.80,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,28/04/2014,274.75,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Third Party Payments,Childminders,DAISY CHAIN DAY CARE LTD,28/04/2014,132.60,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,28/04/2014,990.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Legal Expenses,CARTER BROWN LIMITED,28/04/2014,935.88,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,28/04/2014,162.25,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,28/04/2014,"1,056.00",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,28/04/2014,"1,221.00",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Staff Training,NEWSTART NETWORKS CIC,14/04/2014,120.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Supplies & Services,CL - Basic Allowance,SAAIL,14/04/2014,284.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,15/04/2014,"1,390.35",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,FIRST BASE (CREATIVE THERAPIES) LTD,08/04/2014,"2,380.00",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Childcare Provision,SMILEY FACES DAY NURSERIES LTD,14/04/2014,660.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,14/04/2014,"1,221.00",,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,CHILD TRAUMA INTERVENTION SERVICES,10/04/2014,390.00,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,16/04/2014,891.00,,,,,,,,
