Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3520.71,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3450.3,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,21/11/2013,3449.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3244.33,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3050.18,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3520.71,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3244.32,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3077.86,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3077.86,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,26/11/2013,895,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,26/11/2013,895,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3346.36,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3277.81,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3346.36,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3344.68,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3520.71,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,21/11/2013,3449.86,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,26/11/2013,3419.92,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,26/11/2013,3160.26,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,26/11/2013,3267.81,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,26/11/2013,3334.18,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,08/11/2013,5247.86,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,04/11/2013,2899.13,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,26/11/2013,895,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,26/11/2013,895,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,26/11/2013,3430.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,06/11/2013,3763.05,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,06/11/2013,895,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3449.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3233.3,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3077.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3380.86,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3233.3,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3077.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3077.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3077.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3380.86,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3167.27,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3311.73,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,27/11/2013,3042.9,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,27/11/2013,3439.8,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,27/11/2013,6200,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,27/11/2013,1001.57,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,27/11/2013,798.7,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3233.3,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,22/11/2013,3175.64,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,28/11/2013,-2020.73,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,28/11/2013,-1987.56,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,28/11/2013,5900,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,28/11/2013,5310,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,4177.8,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,3320.31,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,3258,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,2738.4,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,3336.8,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,983.58,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,849.72,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,28/11/2013,2890.76,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/11/2013,5152.2,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,28/11/2013,3720,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,28/11/2013,3604,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,06/11/2013,3430.99,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,06/11/2013,3685.71,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,06/11/2013,3492.86,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,06/11/2013,895,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,06/11/2013,895,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,06/11/2013,3376.74,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,06/11/2013,11924.15,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,08/11/2013,1671.43,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Childcare Bureau,12/11/2013,3997.5,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,12/11/2013,5310,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,12/11/2013,4435.5,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,12/11/2013,2527.2,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,04/11/2013,2680.83,,,,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SHROPSHIRE COUNCIL,04/11/2013,4050.54,,,,
Children's Safeguarding,Children in Care & Fostering,JPAM,Supplies & Services,Printing - Print Room,SILK GROUP LTD,05/11/2013,205,,,,
Children's Safeguarding,Children in Care & Fostering,JPAM,Supplies & Services,Printing - Other,MARKETING AT THE MILL,04/11/2013,272,,,,
Children's Safeguarding,Children in Care & Fostering,JPAM,Supplies & Services,Advertising,BAAF REGISTERED CHARITY,06/11/2013,960,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,PYRAMID SCHOOLS (HADLEY) LTD,28/11/2013,3126.6,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,INTERSERVE (FACILITIES MANAGEMENT) LTD,28/11/2013,194.15,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,19/11/2013,13064.33,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,19/11/2013,12642.9,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,19/11/2013,13064.33,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,19/11/2013,13064.33,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,26/11/2013,3182.97,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,PROGRESS CHILDREN'S SERVICES LTD,26/11/2013,13740,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,08/11/2013,10714.2,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,28/11/2013,12952.5,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CRUCKTON HALL SCHOOL,28/11/2013,3250,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,PETERBOROUGH CITY COUNCIL,28/11/2013,24986,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,27/11/2013,12642.9,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Wrixon Care Escorts and Outreach,27/11/2013,659.95,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,27/11/2013,8421.3,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,27/11/2013,8421.3,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,27/11/2013,12642.9,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CRUCKTON HALL SCHOOL,28/11/2013,-45996.6,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,28/11/2013,8414.02,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,28/11/2013,8414.02,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Young Options Pathways Stoke,28/11/2013,17429.14,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SHROPSHIRE COUNCIL,28/11/2013,4948.56,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,28/11/2013,13975,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,28/11/2013,10000,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,28/11/2013,14096.01,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,28/11/2013,12952.5,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,08/11/2013,-18542.92,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,08/11/2013,15691.17,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,08/11/2013,11314.2,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Wrixon Care Escorts and Outreach,11/11/2013,942.45,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,11/11/2013,3377.1,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SACCS CARE LTD,11/11/2013,20477.67,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,12/11/2013,101.43,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Eagle Children's Home,13/11/2013,12490,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CRUCKTON HALL SCHOOL,04/11/2013,3250,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,NEW HORIZONS CHILD CARE LTD,04/11/2013,11514.33,,,,
Children's Safeguarding,Children in Care & Fostering,JPAT,Third Party Payments,Childminders,EARLYWORLD LIMITED 00782749,06/11/2013,575,,,,
Children's Safeguarding,Children in Care & Fostering,JPAT,Third Party Payments,Childminders,EARLYWORLD LIMITED 00782749,08/11/2013,525,,,,
Co-Operative Council,Community Engagement & Voluntary Sector,LEAC,Supplies & Services,Printing - Other,XCS (UK) Ltd,14/11/2013,113.89,,,,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAB,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,19/11/2013,147.1,,,,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAB,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,27/11/2013,150,,,,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,TELFORD & WREKIN CITIZENS ADVICE BUREAU,27/11/2013,500,,,,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,THE GORGE PARISH COUNCIL 65263523,26/11/2013,500,,,,
Co-Operative Council,Corporate Communications,LMAC,Supplies & Services,Computer Software (Maint),SOCITM LIMITED,19/11/2013,1330,,,,
