Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,17/01/2014,10218.26,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,17/01/2014,7526.87,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,PATCHES LTD,30/01/2014,2475.6,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Legal Expenses,Wright McMillian Bennett Law,30/01/2014,365,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,21/01/2014,181.9,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,09/01/2014,392.9,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,20/01/2014,458.93,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/01/2014,386.13,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/01/2014,385.1,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,WOODVILLE DAY NURSERY,17/01/2014,237,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Interpreters Fees,PEARL LINGUISTICS LTD,21/01/2014,1461.4,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,DAISY CHAIN DAY CARE LTD,24/01/2014,176.25,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,WOODVILLE DAY NURSERY,23/01/2014,200,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Transport-Related Expenditure,Taxi Costs,ACCESS CARS LTD,17/01/2014,396,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Transport-Related Expenditure,Taxi Costs,ACCESS CARS LTD,21/01/2014,308,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JSAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,21/01/2014,-22720.21,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,HMAE,Supplies & Services,Mobile Phones,ORANGE PCS LTD,08/01/2014,119,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,07/01/2014,282.2,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,07/01/2014,2142.9,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,07/01/2014,284,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Section 17 Childrens Act,EXPOTEL HOTEL RESERVATIONS LIMITED,06/01/2014,257.87,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,08/01/2014,2799.96,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Taxi Costs,HILLCREST CARE LTD,13/01/2014,120,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Contract Hire,Wrixon Care Escorts and Outreach,14/01/2014,641.7,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Taxi Costs,CORKYS CARS,21/01/2014,760,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,21/01/2014,111.4,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,21/01/2014,417,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,28/01/2014,100.5,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,3244.33,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/01/2014,3236.79,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,08/01/2014,2674.67,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,08/01/2014,3604.99,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,07/01/2014,895,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/01/2014,2951.79,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/01/2014,3344.68,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,21/01/2014,5787.61,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,10/01/2014,3366.6,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,09/01/2014,4583.35,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,09/01/2014,2611.44,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,20/01/2014,1290.77,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,10/01/2014,3688.21,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3129,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3065.1,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3204.9,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3271.8,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,2978.7,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,17/01/2014,2977.92,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,20/01/2014,1985.8,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PROGRESS CHILDREN'S SERVICES LTD,20/01/2014,3923.98,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,10/01/2014,4317.06,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,13/01/2014,3407.14,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,13/01/2014,3271.8,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/01/2014,3244.33,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,HILLCREST CARE LTD,09/01/2014,3244.33,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,3077.86,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,3450.3,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,3344.68,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,3346.36,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,3277.81,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,410.14,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,3210.71,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/01/2014,3236.79,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,06/01/2014,3402.86,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,06/01/2014,1141,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,06/01/2014,3512.92,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,3107.14,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,3520.71,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,06/01/2014,1695.79,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,06/01/2014,3960,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,3380.86,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,06/01/2014,895,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,410.14,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/01/2014,3244.33,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,HILLCREST CARE LTD,07/01/2014,3244.33,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/01/2014,3344.68,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/01/2014,2958.68,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/01/2014,3050.18,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,3244.32,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,3346.36,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/01/2014,3050.18,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/01/2014,3139.67,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,HILLCREST CARE LTD,08/01/2014,3139.67,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/01/2014,2863.24,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/01/2014,3107.14,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,10/01/2014,5310,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,10/01/2014,5247.86,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,10/01/2014,3554.46,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,10/01/2014,3537.1,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,10/01/2014,3430.99,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,10/01/2014,3604.99,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,10/01/2014,3412,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Childcare Bureau,13/01/2014,4130.75,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,13/01/2014,3344.68,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,13/01/2014,3344.68,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,13/01/2014,3210.71,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,10/01/2014,5172.04,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3129,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3338.7,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3073.2,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/01/2014,3129,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,08/01/2014,3445.32,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,17/01/2014,1622.06,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,17/01/2014,2999.1,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,17/01/2014,3099.07,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,15/01/2014,428.58,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,20/01/2014,895,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,20/01/2014,5787.61,,,,,,
