Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-108.23,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-109.45,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Daycare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-109.45,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-109,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-329.68,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-109.45,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-206.3,
Adult Care & Support,Assessment & Case Management,HOAL,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-10945,
Adult Care & Support,Assessment & Case Management,HOAO,Third Party Payments,Homecare Expenditure,HEADWAY SHROPSHIRE,08/10/2013,300,
Adult Care & Support,Assessment & Case Management,HOBD,Supplies & Services,Other Grants (Expenses),THE STROKE ASSOCIATION,01/10/2013,55390,
Adult Care & Support,Assessment & Case Management,HOBJ,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,03/10/2013,178.09,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1860,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-2657.89,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-507.93,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-529.37,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-456.18,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-728.52,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-234.38,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-129.4,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,08/10/2013,-1008.84,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-716,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-348,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1940.79,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-620,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-742,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-648,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1676,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1232,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1030.5,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-306,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-253,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1004,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-250,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1103.25,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-200,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-528,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-1057.5,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-296,
Adult Care & Support,Assessment & Case Management,HOBN,Transport-Related Expenditure,Transport,NSL t/a NSL CARE SERVICES,31/10/2013,112.37,
Adult Care & Support,Assessment & Case Management,HOBT,Third Party Payments,Daycare Expenditure,BRIDGE HOUSE CARE LTD,08/10/2013,1189.41,
Adult Care & Support,Assessment & Case Management,HOCB,Supplies & Services,Other Grants (Expenses),TELFORD & WREKIN CVS,16/10/2013,15000,
Adult Care & Support,Assessment & Case Management,HOCB,Supplies & Services,Other Grants (Expenses),SHROPSHIRE PEER COUNSELLING & ADVOCACY  SERV,31/10/2013,6423.59,
Adult Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Consultants Fees,GARNER MOORE LTD,16/10/2013,1500,
Adult Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Comp Software (Purch / Hire),OLM SYSTEMS LTD,02/10/2013,1006.78,
Adult Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Comp Software (Purch / Hire),OLM SYSTEMS LTD,02/10/2013,158.4,
Adult Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Comp Software (Purch / Hire),OLM SYSTEMS LTD,11/10/2013,850,
Adult Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Telecomms,BT GLOBAL SERVICES,24/10/2013,409.15,
Adult Care & Support,Care & Support,HHAC,Premises-Related Expenditure,Hire Of Rooms,PARK INN TELFORD,01/10/2013,686.67,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,04/10/2013,300.39,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Laundry & Towel Hire,PHS ALL CLEAR,22/10/2013,377.04,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Premises-Related Expenditure,Hire Of Rooms,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,11/10/2013,120,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),31/10/2013,356.15,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,08/10/2013,202.06,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,08/10/2013,148.88,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),08/10/2013,261.24,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,29/10/2013,241.84,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,29/10/2013,109.41,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),15/10/2013,105.33,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Equipment - Purchase,TELFORD TIMBER SUPPLIES,15/10/2013,111.6,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Equipment - Purchase,JACKDAW DINSTOCK,15/10/2013,274.06,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Equipment - Purchase,JACKDAW DINSTOCK,09/10/2013,190,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Equipment - Repair,MANSAW MACHINE TOOLS LTD,11/10/2013,113,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Items For Resale,Classic Pot Emporium,14/10/2013,240,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,29/10/2013,217.63,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,WE ARE THE CARE COMPANY LTD,29/10/2013,2886.5,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,29/10/2013,1266.61,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,BERWICK CARE EQUIPMENT LTD,29/10/2013,130,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Pocket Money/Home Leave,REDACTED PERSONAL INFORMATION,29/10/2013,754.36,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,BERWICK CARE EQUIPMENT LTD,29/10/2013,130,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,29/10/2013,434.94,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,29/10/2013,500.14,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,29/10/2013,524.29,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Capital Financing Costs,Leased Equipment,RICOH UK LIMITED,29/10/2013,351.73,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,29/10/2013,685.95,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,29/10/2013,206.33,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Supplies & Services,Equipment - Repair,A E Chapman & Co (Old Hill) Ltd,29/10/2013,122.81,
Adult Care & Support,Personalisation Support & Service Provision,HLEE,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,11/10/2013,109.61,
Adult Care & Support,Personalisation Support & Service Provision,HLEG,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,10/10/2013,148.12,
Adult Care & Support,Personalisation Support & Service Provision,HLEG,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,10/10/2013,444.36,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Publications,DRUGSCOPE,04/10/2013,150,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Translation Services,PEARL LINGUISTICS LTD,30/10/2013,217,
Adult Care & Support,Personalisation Support & Service Provision,HMAC,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,14/10/2013,120,
Adult Care & Support,Personalisation Support & Service Provision,HMAD,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),14/10/2013,174.16,
Adult Care & Support,Personalisation Support & Service Provision,HMBC,Third Party Payments,Daycare Expenditure,TELFORD MIND,14/10/2013,10439.36,
Adult Care & Support,Personalisation Support & Service Provision,HMBK,Third Party Payments,Private Contractors,HILBRAE PETS HOTEL,02/10/2013,341,
Adult Care & Support,Personalisation Support & Service Provision,HMBK,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-679,
Adult Care & Support,Personalisation Support & Service Provision,HMBK,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,08/10/2013,-138,
Adult Care & Support,Personalisation Support & Service Provision,HMBK,Third Party Payments,Private Contractors,HILBRAE PETS HOTEL,02/10/2013,499.95,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,22/10/2013,221,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,22/10/2013,176.8,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,03/10/2013,176.8,
Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Computer Software (Maint),CM 2000 CARE MONITORING,22/10/2013," 1,027.87 ",
Children's Safeguarding,Child Protection & Assessment,JAAD,Supplies & Services,Equipment - Purchase,CHRISBEON OFFICE SUPPLIES,22/10/2013,616.25,
Children's Safeguarding,Child Protection & Assessment,JAAG,Supplies & Services,Supportive Lodgings,THEO LANGSTON,15/10/2013,931.24,
Children's Safeguarding,Child Protection & Assessment,JAAG,Supplies & Services,CL - Basic Allowance,THEO LANGSTON,15/10/2013,227.2,
Children's Safeguarding,Child Protection & Assessment,JAAG,Supplies & Services,CL - Basic Allowance,THEO LANGSTON,15/10/2013,227.2,
Children's Safeguarding,Child Protection & Assessment,JAAG,Supplies & Services,CL - Basic Allowance,THEO LANGSTON,02/10/2013,227.2,
Children's Safeguarding,Child Protection & Assessment,JAAG,Supplies & Services,Supportive Lodgings,THEO LANGSTON,02/10/2013,931.24,
Children's Safeguarding,Child Protection & Assessment,JAAG,Supplies & Services,Supportive Lodgings,THEO LANGSTON,15/10/2013,931.24,
Children's Safeguarding,Child Protection & Assessment,JAAG,Supplies & Services,CL - Basic Allowance,THEO LANGSTON,29/10/2013,284,
Children's Safeguarding,Child Protection & Assessment,JHAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,16/10/2013,9635.56,
Children's Safeguarding,Child Protection & Assessment,JHAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,08/10/2013,9203.96,
Children's Safeguarding,Child Protection & Assessment,JHAA,Third Party Payments,Health Funded Services,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,08/10/2013,3814,
Children's Safeguarding,Child Protection & Assessment,JHAA,Third Party Payments,Health Funded Services,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,03/10/2013,3814,
Children's Safeguarding,Child Protection & Assessment,JHAE,Supplies & Services,Computer Software (Maint),NORTHGATE INFORMATION SOLUTIONS UK LTD,16/10/2013,285.67,
Children's Safeguarding,Child Protection & Assessment,JHAE,Supplies & Services,Computer Software (Maint),NORTHGATE INFORMATION SOLUTIONS UK LTD,29/10/2013,301.36,
Children's Safeguarding,Child Protection & Assessment,JHAK,Supplies & Services,Other Services,WORCESTERSHIRE COUNTY COUNCIL,03/10/2013,12500,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Mobile Phones,ORANGE PCS LTD,09/10/2013,119,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Other Office Expenses,SPECIALIST COMPUTERS CENTRES PLC,23/10/2013,137.37,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,24/10/2013,106.25,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Legal Expenses,Margaret Wort & Co,24/10/2013,122.76,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Other Office Expenses,SPECIALIST COMPUTERS CENTRES PLC,03/10/2013,137.37,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Legal Expenses,LANYON BOWDLER SOLICITORS,14/10/2013,150,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,07/10/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,29/10/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,14/10/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Legal Expenses,ELLIOTT BRIDGMAN SOLICITORS,15/10/2013,414.99,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,21/10/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Other Office Expenses,SPECIALIST COMPUTERS CENTRES PLC,03/10/2013,137.37,
Children's Safeguarding,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,CHILDCARE SOS,24/10/2013,103,
Children's Safeguarding,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,BUSY BEES AT TELFORD PARKWAY,24/10/2013,276.8,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,07/10/2013,162,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/10/2013,924,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,16/10/2013,-6826.16,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,NEWSTART NETWORKS CIC,16/10/2013,-1000,
