Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"3,244.46",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"2,958.64",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"5,247.99",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"2,635.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"3,277.94",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"3,344.59",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"3,344.59",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"3,050.09",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/12/2014,"3,244.46",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/12/2014,"3,077.99",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,09/12/2014,"3,129.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,09/12/2014,"3,065.10",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,09/12/2014,"3,192.90",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,09/12/2014,"3,129.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,09/12/2014,"2,978.70",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/12/2014,"3,129.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/12/2014,"3,271.80",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/12/2014,"3,338.70",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/12/2014,"3,204.90",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/12/2014,"2,640.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/12/2014,240.00,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/12/2014,"3,600.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/12/2014,"3,600.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/12/2014,"3,240.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/12/2014,"3,309.60",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/12/2014,"6,000.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,17/12/2014,"5,878.84",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,17/12/2014,"5,878.84",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,18/12/2014,"6,532.01",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,17/12/2014,"6,532.01",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PROGRESS CHILDREN'S SERVICES LTD,17/12/2014,126.58,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,18/12/2014,"3,488.70",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,18/12/2014,"3,258.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,18/12/2014,"3,604.99",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,18/12/2014,"1,164.30",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,18/12/2014,"3,609.33",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,18/12/2014,"3,366.60",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,02/12/2014,"5,207.14",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,10/12/2014,872.63,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,29/12/2014,872.63,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,THE ADOLESCENT & CHILDRENS TRUST,15/12/2014,"2,907.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Employees,Recruitment Advertising,Local Map Co Ltd,29/12/2014,500.00,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Employees,Course Fees,MEETING POINT TRUST LTD,29/12/2014,131.30,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Employees,Staff Training,THE UNIVERSITY OF BIRMINGHAM,10/12/2014,"1,680.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Form F Assessments,CORE ASSETS CHILDREN'S SERVICES LIMITED,31/12/2014,"2,350.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Subscriptions,FOSTERING NETWORK,29/12/2014,"5,520.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Subsistence,Lord Nelson Hotel,01/12/2014,110.00,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Foster Carer Training,Ramada Telford Ironbridge,10/12/2014,"1,563.13",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Complaints,TELFORD & WREKIN CVS,01/12/2014,481.07,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Marketing & Publicity,THE MIDLAND NEWS ASSOCIATION LTD,10/12/2014,125.14,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Translation Services,VISS LTD,10/12/2014,"1,530.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Third Party Payments,Childminders,CHILDCARE SOS,01/12/2014,566.40,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Third Party Payments,Contractor Recharge,Short Breaks Network,01/12/2014,170.00,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,05/12/2014,"10,714.20",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,30/12/2014,"17,030.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,15/12/2014,"8,142.90",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,15/12/2014,542.86,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,15/12/2014,"8,142.90",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,15/12/2014,"8,142.90",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,16/12/2014,320.00,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,16/12/2014,320.00,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,16/12/2014,"8,142.90",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/12/2014,"17,030.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,09/12/2014,"3,377.10",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,03/12/2014,"12,820.67",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,DURHAM COUNTY COUNCIL,30/12/2014,"23,160.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,HORIZON CARE & EDUCATION GROUP LTD,17/12/2014,"13,064.33",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,17/12/2014,"11,314.20",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,17/12/2014,"10,714.20",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,17/12/2014,"1,000.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,17/12/2014,750.00,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,17/12/2014,"11,691.34",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,17/12/2014,"11,071.34",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,09/12/2014,"11,539.50",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,NEW HORIZONS CHILD CARE LTD,17/12/2014,"11,071.34",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,PRESTIGE ADOLESCENT CARE & EDUCATION,30/12/2014,"11,071.34",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,PRESTIGE ADOLESCENT CARE & EDUCATION,02/12/2014,"10,714.20",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,18/12/2014,"15,691.17",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,15/12/2014,"10,520.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,15/12/2014,"10,520.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,16/12/2014,"6,720.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,16/12/2014,"6,720.00",,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,16/12/2014,"10,520.00",,
Children's Safeguarding & Specialist Services,Children Specialist Services,GPAA,Employees,Course Fees,Exeter A Learning Community,23/12/2014,300.00,,
Children's Safeguarding & Specialist Services,Children Specialist Services,GPAA,Employees,Course Fees,FAMILY FUTURES,01/12/2014,"-1,760.00",,
Children's Safeguarding & Specialist Services,Children Specialist Services,GPAA,Supplies & Services,Other Services,PEARSON EDUCATIONAL ,23/12/2014,142.00,,
Children's Safeguarding & Specialist Services,Children Specialist Services,GY03,Supplies & Services,Confectionery & Snacks,BIKOLD,17/12/2014,210.03,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,03/12/2014,662.00,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,JCM SEATING SOLUTIONS,02/12/2014,477.75,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,M A Smith Associates,31/12/2014,340.00,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Supplies & Services,Other Services,Direct Health Homecare Limited,22/12/2014,314.64,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Supplies & Services,Other Services,Direct Health Homecare Limited,22/12/2014,118.24,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,22/12/2014,173.76,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,22/12/2014,155.49,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Supplies & Services,Other Services,NEW OPTIONS (3) LTD,30/12/2014,"4,256.00",,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,Direct Health Homecare Limited,12/12/2014,216.00,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,Direct Health Homecare Limited,12/12/2014,123.20,,
Children's Safeguarding & Specialist Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,Direct Health Homecare Limited,12/12/2014,230.40,,
