Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,14/08/2014,3346.2,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,15/08/2014,872.62,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,15/08/2014,3366.6,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,15/08/2014,3366.6,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,27/08/2014,4583.35,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,28/08/2014,872.62,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3346.36,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3077.86,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3244.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3050.18,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3244.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3344.68,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3077.86,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,19/08/2014,5878.84,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Foundation Fostering,19/08/2014,3596,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,18/08/2014,4583.35,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,18/08/2014,5323.94,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,19/08/2014,3516.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,19/08/2014,3516.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PROGRESS CHILDREN'S SERVICES LTD,19/08/2014,3923.98,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,19/08/2014,3604.99,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,19/08/2014,3604.99,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,19/08/2014,3376.74,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,19/08/2014,6532.01,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,19/08/2014,6532.01,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,19/08/2014,6532.01,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,19/08/2014,3428.82,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,20/08/2014,5323.94,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,20/08/2014,3265.6,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,21/08/2014,3430.99,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,22/08/2014,-1622.06,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,22/08/2014,872.62,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,27/08/2014,4017.6,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,07/08/2014,3720,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,07/08/2014,3720,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,07/08/2014,3720,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,07/08/2014,872.62,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,07/08/2014,6200,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,21/08/2014,3320.31,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,12/08/2014,3428.82,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,12/08/2014,-3428.82,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,07/08/2014,5247.86,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,2635,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3520.67,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,2958.64,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3380.86,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/08/2014,-2590.73,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,06/08/2014,-3346.36,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,06/08/2014,3419.92,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,06/08/2014,544.64,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3277.81,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3344.68,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3050.18,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3344.68,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,5247.86,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3244.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,1669.29,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,5247.86,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3210.71,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/08/2014,3344.68,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,08/08/2014,544.64,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,07/08/2014,913.12,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,07/08/2014,3449.99,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/08/2014,3344.68,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Doctors Fees,Baddeley Green Surgery,01/08/2014,150,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Marketing & Publicity,THE MIDLAND NEWS ASSOCIATION LTD,01/08/2014,125.14,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Marketing & Publicity,THE MIDLAND NEWS ASSOCIATION LTD,01/08/2014,648,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Marketing & Publicity,THE MIDLAND NEWS ASSOCIATION LTD,01/08/2014,181.98,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Registration / Licence Fees,OFSTED,01/08/2014,1278,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAM,Supplies & Services,Subscriptions,FOSTERING NETWORK,01/08/2014,230,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Supplies & Services,CL - Basic Allowance,ABC CARE LTD,20/08/2014,143.38,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Supplies & Services,CL - Basic Allowance,ABC CARE LTD,22/08/2014,286.75,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Private Contractors,Youth Justice Board,08/08/2014,2370,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,01/08/2014,10520,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,560,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,8414.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,1085.72,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,8515,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,8515,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,1260,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,01/08/2014,15560,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,728.62,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,8515,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,8515,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,01/08/2014,8414.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,20/08/2014,1000,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,20/08/2014,3347.25,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,05/08/2014,3489.67,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,12/08/2014,5621.59,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,12/08/2014,250,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,12/08/2014,500,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,NEW HORIZONS CHILD CARE LTD,19/08/2014,11071.34,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,HORIZON CARE & EDUCATION GROUP LTD,19/08/2014,13064.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,19/08/2014,11691.34,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,18/08/2014,17240,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,19/08/2014,10520,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,19/08/2014,15691.17,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,PRESTIGE ADOLESCENT CARE & EDUCATION,22/08/2014,11514.33,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,27/08/2014,11924.15,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYS LTD,07/08/2014,4885.74,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,22/08/2014,2008.35,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,12/08/2014,850,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,12/08/2014,7428.46,,,,,,,
