Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,03/12/2013,11539.5,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,03/12/2013,12820.67,,,,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,03/12/2013,3489.67,,,,
Children's Safeguarding,Children in Care & Fostering,JPAT,Third Party Payments,Childminders,EARLYWORLD LIMITED F157,12/12/2013,550,,,,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAA,Supplies & Services,Other Materials,Jack Flash Fireworks Ltd,06/12/2013,1200,,,,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Community Newspaper,Trinity Mirror Printing,05/12/2013,1793.4,,,,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Photography,METRO PHOTOGRAPHIC,23/12/2013,250,,,,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,11/12/2013,563.4,,,,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,Syon,16/12/2013,400,,,,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,REED BUSINESS INFORMATION LTD,05/12/2013,1225,,,,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,05/12/2013,624.37,,,,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LTD (06090251),09/12/2013,359.1,,,,
Co-Operative Council,Corporate Communications,MMAD,Employees,Staff Training,LG COMMUNICATIONS,09/12/2013,225,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Computer Hardware (Maint),Primesight Ltd,23/12/2013,1074.9,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,11/12/2013,218.7,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,11/12/2013,158.4,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,23/12/2013,312.84,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,05/12/2013,145.8,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,05/12/2013,174.24,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,05/12/2013,158.4,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,05/12/2013,112.5,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,05/12/2013,1013.76,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/12/2013,170.1,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/12/2013,113.4,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/12/2013,191.36,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,PARTNERSHIP PUBLISHING LTD,19/12/2013,350,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/12/2013,577.49,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/12/2013,218.7,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,13/12/2013,340,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,ONLINE NOVA NEWS,13/12/2013,110.7,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,13/12/2013,300,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,13/12/2013,250,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,13/12/2013,300,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,WHATS ON MAGAZINES LTD (04018338),09/12/2013,260,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,Redbus Media Group,09/12/2013,436,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,09/12/2013,634.5,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,17/12/2013,510,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,WHATS ON MAGAZINES LTD (04018338),17/12/2013,260,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,Local Map Co Ltd,23/12/2013,500,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,PUBLISHING INK LTD,23/12/2013,300,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,02/12/2013,-228.6,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/12/2013,317,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/12/2013,228.6,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,351,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,351,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,117.9,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,390,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,128.47,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,170.1,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,390,,,,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/12/2013,351,,,,
Co-Operative Council,Policy & Strategy,MPAA,Supplies & Services,Other Expenses,WYG Environment Planning Transport Ltd,23/12/2013,7600,,,,
Customer & People Services,Benefits,LRSF,Supplies & Services,Grants To Voluntary Organis,TELFORD & WREKIN CITIZENS ADVICE BUREAU,02/12/2013,2200,,,,
Customer & People Services,Benefits,LRSF,Supplies & Services,Grants To Voluntary Organis,TELFORD & WREKIN CITIZENS ADVICE BUREAU,23/12/2013,2200,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,12/12/2013,330.65,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,GREEN SKIPS LTD,20/12/2013,130,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,A W HOLDINGS,20/12/2013,1162,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,A W HOLDINGS,13/12/2013,1023,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,17/12/2013,857,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,Reviive,23/12/2013,125.5,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,24/12/2013,830,,,,
Customer & People Services,Benefits,LRSF,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,03/12/2013,271,,,,
Customer & People Services,Catering & Home Care,CAMA,Supplies & Services,Comp Software (Purch / Hire),FRETWELL-DOWNING HOSPITALITY,18/12/2013,1210.56,,,,
Customer & People Services,Catering & Home Care,CAOC,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,266.66,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,20/12/2013,670.86,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,742.48,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,742.48,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,741.02,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,2065.78,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,1836.28,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,1874.65,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,1871.59,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,736.59,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,2018.52,,,,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,18/12/2013,2018.52,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,281.74,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,106.72,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,05/12/2013,101.48,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,05/12/2013,123.72,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,05/12/2013,159.18,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,12/12/2013,179.66,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,12/12/2013,154.66,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,12/12/2013,177.88,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,19/12/2013,176.74,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,19/12/2013,160.52,,,,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,19/12/2013,402.41,,,,
Customer & People Services,Catering & Home Care,CASP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,ERIC NEVILLE CATERING SUPPLIES LTD,20/12/2013,163.86,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Crockery/Hardware/Light Equip,ERIC NEVILLE CATERING SUPPLIES LTD,20/12/2013,100.88,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,165.19,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,112.66,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,239.02,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,135.58,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,162.34,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,121.5,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,106.1,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,208.78,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/12/2013,113.67,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,11/12/2013,105.82,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,11/12/2013,121.77,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/12/2013,121.81,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/12/2013,100.75,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/12/2013,133.28,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/12/2013,111.33,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,11/12/2013,184.5,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,11/12/2013,186,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,147.83,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,239.26,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,107.3,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,148.92,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,208.61,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,139.75,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,115.08,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,351.8,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,165.98,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,130.14,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,468.57,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,124.83,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,174.96,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,186.01,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,201.98,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,151.49,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,145.77,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,121.54,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,268.9,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,143.25,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,102.69,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,227.27,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,113.17,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,130.19,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,158.77,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,255.46,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,173.31,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,317.63,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,284.7,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,142.62,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,137.4,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,125.78,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,125.61,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,135.08,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,379.58,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,114.38,,,,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,05/12/2013,127.03,,,,
