Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,17/02/2014,1001.7,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,17/02/2014,1251.6,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,17/02/2014,571.5,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,17/02/2014,1287,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,17/02/2014,1017.45,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,24/02/2014,387.82,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,DAISY CHAIN DAY CARE LTD,24/02/2014,176.25,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,24/02/2014,707.64,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Equipment - Hire,BUDGET SKIPS,07/02/2014,145,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Mobile Phones,ORANGE PCS LTD,06/02/2014,119,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,07/02/2014,586.03,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,11/02/2014,353.57,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,WOODEN TOPS DAY NURSERY,10/02/2014,289.84,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,10/02/2014,374.2,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Legal Expenses,CARTER BROWN LIMITED,10/02/2014,891.34,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,11/02/2014,446.44,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,CENTRAL PARK NURSERY,13/02/2014,264,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,18/02/2014,387.82,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,18/02/2014,615.16,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,24/02/2014,1247.85,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,24/02/2014,1250.7,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Transport-Related Expenditure,Taxi Costs,ACCESS CARS LTD,25/02/2014,396,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,27/02/2014,1353,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,WOODVILLE DAY NURSERY,27/02/2014,237,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,27/02/2014,387.82,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,27/02/2014,387.82,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Legal Expenses,CATER WALSH MEDIA SERVICES,28/02/2014,450,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Doctors Fees,Cellmark,28/02/2014,483,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,05/02/2014,2214.33,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,CLAY HOUSING,05/02/2014,2560,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,CL - Basic Allowance,CLAY HOUSING,05/02/2014,103.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,24/02/2014,2799.96,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Other Services,KEYS CHILDCARE LTD,24/02/2014,425,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Other Services,KEYS CHILDCARE LTD,07/02/2014,2125,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Other Services,KEYS CHILDCARE LTD,07/02/2014,850,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Contract Hire,CORKYS CARS,05/02/2014,600,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,IMPACTING LIVES LIMITED,05/02/2014,342.2,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,05/02/2014,2214.33,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,05/02/2014,1485.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,CL - Basic Allowance,CLAY HOUSING,05/02/2014,284,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,11/02/2014,-3237.23,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Other Services,FIRST BASE (CREATIVE THERAPIES) LTD,18/02/2014,840,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Contract Hire,CORKYS CARS,19/02/2014,800,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Contract Hire,Wrixon Care Escorts and Outreach,24/02/2014,600.45,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Outside Hire,PETERBOROUGH CITY COUNCIL,24/02/2014,117.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,CL - External Accommodation,THE ARLESTON INN HOTEL,24/02/2014,700,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,20/02/2014,4517.01,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,20/02/2014,3059.91,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,CL - Basic Allowance,SAAIL,20/02/2014,113.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,CL - Basic Allowance,SAAIL,20/02/2014,170.4,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,26/02/2014,3049.96,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3244.33,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3380.86,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,18/02/2014,3449.99,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,18/02/2014,3449.99,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,18/02/2014,3167.27,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,18/02/2014,3175.64,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,18/02/2014,3311.73,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,17/02/2014,3265.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,17/02/2014,5310,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Compass Childrens Services,07/02/2014,3162,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,24/02/2014,6200,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,12/02/2014,5310,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Compass Childrens Services,17/02/2014,-102,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,17/02/2014,3195.92,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,24/02/2014,3077.99,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,24/02/2014,3380.86,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,24/02/2014,3233.3,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,24/02/2014,3233.3,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,24/02/2014,3412,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,24/02/2014,3176,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Childcare Bureau,24/02/2014,3731,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,2958.68,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3077.86,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3346.36,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3344.68,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3244.33,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,20/02/2014,3244.32,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,24/02/2014,3265.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,20/02/2014,3520.71,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,17/02/2014,895,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/02/2014,227.14,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,17/02/2014,3720,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,04/02/2014,5172.04,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,04/02/2014,1810.38,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,04/02/2014,5323.94,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,07/02/2014,895,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,07/02/2014,6000,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Compass Childrens Services,07/02/2014,3162,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,07/02/2014,3516.29,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,10/02/2014,3036.32,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,11/02/2014,895,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,11/02/2014,3538.34,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3520.71,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3210.71,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/02/2014,-3907.42,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,10/02/2014,5247.86,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,10/02/2014,3366.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,10/02/2014,3604,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,11/02/2014,895,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,11/02/2014,895,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,HILLCREST CARE LTD,11/02/2014,3244.33,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3050.18,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3450.3,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3277.81,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,137.57,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/02/2014,3520.71,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,11/02/2014,-2572.55,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,11/02/2014,-229.32,,,,,,,,
