Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Laundry & Towel Hire,PHS ALL CLEAR,20/03/2014,305.04,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,04/03/2014,212.28,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,10/03/2014,208.08,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Laundry & Towel Hire,PHS GROUP LTD,31/03/2014,439.68,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Laundry & Towel Hire,PHS GROUP LTD,27/03/2014,324.04,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,19/03/2014,192.49,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,04/03/2014,209.55,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Laundry & Towel Hire,PHS GROUP LTD,31/03/2014,665.6,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Equipment - Purchase,JACKDAW DINSTOCK,17/03/2014,106.59,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),18/03/2014,145.15,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDC,Supplies & Services,Equipment - Hire,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),20/03/2014,365.72,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Items For Resale,TELFORD TIMBER SUPPLIES,27/03/2014,200,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Repair,TYNETEC Ltd,25/03/2014,188.45,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Repair,A E Chapman & Co (Old Hill) Ltd,19/03/2014,221.75,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Premises-Related Expenditure,Trade Refuse,PHS GROUP LTD,19/03/2014,142,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,19/03/2014,305.35,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,19/03/2014,370.43,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLED,Premises-Related Expenditure,Gas,NPOWER BUSINESS,31/03/2014,233.45,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLED,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,20/03/2014,208.05,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HLEG,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,21/03/2014,148.12,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Service Contracts,SRCL LTD,13/03/2014,808.35,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Service Contracts,SRCL LTD,03/03/2014,806,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMBE,Premises-Related Expenditure,Insurance Premises,REDACTED PERSONAL INFORMATION,17/03/2014,795.17,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HMAN,Supplies & Services,Stationery,PAPWORTH PUBLISHING,04/03/2014,440.95,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,17/03/2014,176.8,,,,,,,,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,04/03/2014,221,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,11/03/2014,2269.46,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,11/03/2014,4815.09,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,11/03/2014,4256.9,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAK,Supplies & Services,Other Services,Adoption Matters Northwest,11/03/2014,28667,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAB,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,03/03/2014,512,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAB,Supplies & Services,Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,03/03/2014,110.34,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JHAE,Supplies & Services,Computer Software (Maint),NORTHGATE INFORMATION SOLUTIONS UK LTD,03/03/2014,270.01,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,12/03/2014,973.5,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Legal Expenses,CATER WALSH MEDIA SERVICES,12/03/2014,1287,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Doctors Fees,BIRMINGHAM CHILDRENS HOSPITAL NHSFT,12/03/2014,151.88,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,12/03/2014,420,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,ELMHURST PSYCHOLOGY LTD,12/03/2014,3116.5,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,TOTS AND TODDLERS DAYCARE,31/03/2014,116.5,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAB,Third Party Payments,Interpreters Fees,PEARL LINGUISTICS LTD,31/03/2014,228,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,13/03/2014,13610.02,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Equipment - Purchase,DAWLEY BARGAIN CENTRE,14/03/2014,105,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,27/03/2014,1221,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,27/03/2014,734.25,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,27/03/2014,759,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,ELMHURST PSYCHOLOGY LTD,27/03/2014,2364.5,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,NEWSTART NETWORKS CIC,27/03/2014,1000,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,Right Mediation,27/03/2014,350,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,ELMHURST PSYCHOLOGY LTD,27/03/2014,2969,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,27/03/2014,1221,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,27/03/2014,1221,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,27/03/2014,250.57,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,27/03/2014,4650,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,TOTS AND TODDLERS DAYCARE,28/03/2014,376.53,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Third Party Payments,Childminders,TOTS AND TODDLERS DAYCARE,28/03/2014,282.4,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Employees,Agency Supply Costs,Nonstop Recruitment,27/03/2014,1221,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,SEMAPHORE,27/03/2014,1400,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Translation Services,UK Language Solutions Ltd,20/03/2014,346.87,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAD,Supplies & Services,Doctors Fees,Birmingham Childrens Hospital NHSFT,20/03/2014,151.88,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,20/03/2014,-17745.13,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,ELMHURST PSYCHOLOGY LTD,07/03/2014,247.25,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,SEMAPHORE,07/03/2014,1750,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,Right Mediation,07/03/2014,600,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,Right Mediation,07/03/2014,440,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,ELMHURST PSYCHOLOGY LTD,07/03/2014,323.43,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,CONNECT CONTACT CENTRES,12/03/2014,549,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,10/03/2014,530,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Interpreters Fees,PEARL LINGUISTICS LTD,31/03/2014,1111.05,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,26/03/2014,316.6,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,DAISY CHAIN DAY CARE LTD,25/03/2014,246.75,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Employees,Agency Supply Costs,Nonstop Recruitment,19/03/2014,-1623.6,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Transport-Related Expenditure,Taxi Costs,ACCESS CARS LTD,19/03/2014,330,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,WOODEN TOPS DAY NURSERY,19/03/2014,289.84,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Transport-Related Expenditure,Taxi Costs,ACCESS CARS LTD,19/03/2014,418,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Supplies & Services,Other Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,19/03/2014,223.58,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Childminders,WOODVILLE DAY NURSERY,19/03/2014,200,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JMAL,Third Party Payments,Private Contractors,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,06/03/2014,271.54,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JSAB,Employees,Agency Supply Costs,Nonstop Recruitment,25/03/2014,651.75,,,,,,,,
Children's Safeguarding & Specialist Services,Child Protection & Assessment,JSAB,Supplies & Services,Doctors Fees,ALPHA BIOLABORATORIES LIMITED,19/03/2014,121.25,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Employees,Staff Training,West Midlands Employers,26/03/2014,789,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,03/03/2014,126.2,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,26/03/2014,105.92,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,26/03/2014,143.37,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,03/03/2014,4517.01,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,12/03/2014,393.57,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS CHILDREN'S SERVICES LIMITED,12/03/2014,784,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS CHILDREN'S SERVICES LIMITED,12/03/2014,980,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,12/03/2014,1640.57,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,12/03/2014,382.8,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,12/03/2014,227.14,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,12/03/2014,895,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,10/03/2014,2978.7,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,24/03/2014,3088.96,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,3053.68,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2930.36,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,3021,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,3116.4,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2900,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2780,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,3021,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2960.6,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,3021,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2930.36,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2755,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2672.36,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,2930.35,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,HILLCREST CARE LTD,14/03/2014,2930.36,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,14/03/2014,3180,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,17/03/2014,3412,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/03/2014,3022.52,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/03/2014,2780,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,17/03/2014,3116.12,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,28/03/2014,3180,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,24/03/2014,639.29,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,24/03/2014,895,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,24/03/2014,255.71,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,24/03/2014,2611.44,,,,,,,,
Children's Safeguarding & Specialist Services,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,25/03/2014,4583.35,,,,,,,,
